Genes	ES1	ES2	DE3	DE2	DE3	ES1	D4CF2	D4CF3	FS1	FS2	AS1	AS2	AS3
FAM111A	16.8828	19.0349	5.9409	6.1447	5.9409	16.8828	4.8928	5.40198	22.2731	29.6251	5.69732	17.5043	17.2547
FAM111B	21.9961	24.1155	13.5866	18.5071	13.5866	21.9961	15.2116	18.0438	5.85222	5.90413	17.2335	2.14709	6.36992
FAM115A	4.91068	5.38778	7.97002	7.6637	7.97002	4.91068	10.5899	10.812	5.08381	6.7352	9.83933	3.19942	4.8997
FAM120A	17.5357	17.2076	13.4267	14.4672	13.4267	17.5357	17.3282	18.8765	33.7026	40.5253	16.5301	41.8891	60.8855
FAM120AOS	17.7463	16.8923	14.2792	19.1258	14.2792	17.7463	15.7742	21.8927	14.7477	15.5174	16.0321	13.9127	15.9815
FAM138A	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM138D	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM13C	1.76351	1.85003	4.37733	6.90878	4.37733	1.76351	3.62146	4.50215	2.42977	1.54462	3.76761	1	1.55367
FAM154B	1.28008	1.22668	2.32827	3.50636	2.32827	1.28008	1.07106	1.01709	1.19481	1.20624	1.1404	1.82217	1
FAM159B	3.57769	3.68684	47.7466	59.0775	47.7466	3.57769	4.47418	4.4735	1.05329	1	3.692	1	1.41958
FAM162A	78.6403	73.5641	30.5626	38.2851	30.5626	78.6403	234.484	234.462	45.8764	42.8339	174.65	108.611	40.5018
FAM175A	22.6668	23.8155	14.9276	16.443	14.9276	22.6668	62.3424	69.4569	8.96613	8.29588	47.1034	2.93373	6.46232
FAM177A1	14.3393	13.6481	25.434	34.0333	25.434	14.3393	14.5001	16.5138	19.4288	13.6432	15.4202	33.2647	15.2347
FAM179B	3.88641	3.96591	5.38115	5.70326	5.38115	3.88641	6.54379	7.37705	8.97264	9.16073	7.03583	2.98852	4.00211
FAM183A	2.57087	3.50424	1	1.49849	1	2.57087	1.83028	3.39636	1.25912	1	3.99983	1	1.34814
FAM188A	12.5759	11.1374	27.131	38.0859	27.131	12.5759	22.1404	27.6268	16.6763	11.2902	20.7063	12.0945	8.54839
FAM198B	1.1071	1.07879	1.17751	1.66286	1.17751	1.1071	14.1379	13.5372	24.1541	19.4704	18.8477	4.92583	12.0731
FAM199X	10.8897	11.0264	14.9914	17.675	14.9914	10.8897	15.6017	16.5757	11.401	10.6473	17.0739	7.4907	9.95865
FAM19A1	1	1.11815	1	1.05096	1	1	1.23815	2.1418	1.07975	1.25374	1.38332	1	1
FAM205A	1.01334	1	1.03062	1.01906	1.03062	1.01334	1	1	1.00995	1	1	1	1
FAM208B	23.964	25.7717	16.1244	19.4992	16.1244	23.964	17.7621	20.9383	10.2369	7.75453	16.6786	5.13235	6.65319
FAM20A	1.67158	1.89635	39.7344	37.883	39.7344	1.67158	1.0743	1.07148	4.61542	8.63171	1.18453	1	2.41774
FAM215A	1.09485	1	1	1	1	1.09485	1	1	1.07055	1.22587	1	1	1.37227
FAM216A	15.0628	14.3687	5.3789	7.81238	5.3789	15.0628	30.3233	44.0952	4.12067	2.44274	29.5187	1.91726	4.22159
FAM219B	22.9285	21.0929	23.931	25.3891	23.931	22.9285	25.109	24.5832	20.5198	16.4691	23.5906	12.4985	19.8307
FAM222A	1.18608	1.1643	5.2061	5.62364	5.2061	1.18608	2.91197	2.58397	4.6473	4.11249	2.75899	1.40968	8.40845
FAM227B	2.37945	3.19672	2.49855	3.16329	2.49855	2.37945	3.1783	4.28123	1.92023	1.98682	3.20687	1	1.12421
FAM228B	2.58785	2.88559	4.09887	3.1742	4.09887	2.58785	4.80797	4.7376	3.85865	3.29763	4.46036	3.09779	3.14748
FAM229B	4.16683	3.9574	3.15982	3.34019	3.15982	4.16683	6.11976	6.53368	4.86169	2.50306	6.89956	3.43946	2.32774
FAM230B	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM231A	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM3B	2.74024	2.80343	1.48405	1.60244	1.48405	2.74024	1	1.2896	4.69163	14.8549	1.22658	255.408	35.7705
FAM46A	2.45474	2.69473	1.96208	2.26951	1.96208	2.45474	3.15291	4.02366	15.9859	17.5437	4.51598	20.0972	7.58812
FAM47B	1	1	1	1	1	1	1	1	1	1	1	1	1
FAM66E	1	1	1	1	1	1	1	1	1	1.07023	1	1	1
FAM71D	1.10334	1.03802	1.07905	1	1.07905	1.10334	1	1.03153	1.12831	1	1	1	1
FAM71F1	11.8457	13.3972	4.89919	5.11479	4.89919	11.8457	1.17301	1	1.08759	1	1.03906	1	1.07054
FAM71F2	1.11823	1.06523	1.14697	1.45029	1.14697	1.11823	1.01873	1	1.28647	1.28745	1.01057	1	1.24714
FAM81A	1.30129	1.49878	1.13444	1.07171	1.13444	1.30129	1.20702	1.53621	1.47405	2.59771	1.28768	1	2.29349
FAM86B3P	4.56759	3.44621	5.59167	3.85626	5.59167	4.56759	2.54472	2.18887	3.02674	3.88408	1.59339	2.96536	1.54833
FAM92A1P2	1.16989	1.10715	1.11139	1.10398	1.11139	1.16989	1.30018	1.22215	1.07234	1.01916	1.15643	1	1
FAM9B	1.1272	1	1	1	1	1.1272	1	1	1	1	1	1	1
FANCI	56.7392	60.4444	34.1146	44.7792	34.1146	56.7392	61.9499	77.1822	8.46687	8.21893	57.7332	2.25759	5.19645
FANK1	1.35021	1.49695	6.10896	5.07229	6.10896	1.35021	3.99866	3.10646	3.08632	2.22674	3.68709	2.10804	1.97301
FAR1	46.4113	47.92	52.8941	66.4784	52.8941	46.4113	33.277	40.4742	28.4015	22.985	30.2102	22.79	20.8125
FAR2	16.9902	18.9248	14.8786	16.3297	14.8786	16.9902	7.2713	6.75134	13.2263	9.9369	7.18784	8.26284	15.1566
FASTKD1	30.4896	31.5622	16.7925	21.2104	16.7925	30.4896	23.2132	27.7543	8.03009	8.84481	19.583	17.4217	8.77818
FBL	383.999	375.765	207.319	189.343	207.319	383.999	504.812	372.736	86.8389	92.1967	446.793	120.768	110.94
FBXL3	8.3988	9.63442	13.3685	19.5888	13.3685	8.3988	13.7884	16.5773	21.5481	20.1843	13.4215	29.3954	18.4481
FBXL7	9.7948	10.108	8.79967	9.57414	8.79967	9.7948	6.67459	8.19039	8.08555	2.95578	5.83016	2.45438	4.75267
FBXO16	5.65258	5.61822	4.62733	5.44052	4.62733	5.65258	5.92428	6.47282	1.66211	1.66416	6.63079	1	1.28815
FBXO22-AS1	60.039	49.1837	38.5731	27.3019	38.5731	60.039	68.351	40.7777	16.5226	13.1702	52.3704	31.5735	36.528
FBXO32	1.24243	1.22298	1.08057	1.0752	1.08057	1.24243	1.00834	1.0482	9.95544	2.64722	1.12471	5.18586	7.62025
FBXO33	6.08219	6.30417	7.54112	9.9771	7.54112	6.08219	6.09787	6.55172	4.03889	4.73728	5.88955	3.91475	4.56052
FBXO38	14.8875	16.6137	17.6151	22.8224	17.6151	14.8875	18.2285	20.4428	12.3757	14.1331	16.0768	8.58781	8.54402
FBXO7	51.6566	51.437	63.0728	68.9201	63.0728	51.6566	63.9773	71.0466	43.8563	44.8745	60.0189	76.2472	50.7966
FBXW8	9.68173	9.13597	9.48645	9.45434	9.48645	9.68173	14.5708	13.9773	8.10835	7.35467	13.4643	2.34897	5.26185
FCAMR	1	1	1	1	1	1	1	1	1.44225	1.55933	1	1	4.56376
FCER1G	1.98817	1.779	2.78171	2.8143	2.78171	1.98817	1.67152	1.25842	16.6267	17.6468	2.66804	45.5402	47.143
FCHSD1	5.1563	5.02509	4.92521	2.88361	4.92521	5.1563	2.86714	2.23317	4.55935	5.34642	2.82094	11.2837	4.49957
FCRL5	1.60157	1.62899	1.0121	1	1.0121	1.60157	1	1	1.01572	1.03326	1	2.39213	1.81461
FCRLA	1	1	1	1	1	1	1	1	1.02834	1.0501	1	1	2.54847
FCRLB	1	1.04267	1.04436	1.05522	1.04436	1	1.07359	1.10621	1.1729	1.50505	1.12466	2.71015	1.5999
FER1L6	1.00934	1.02062	1.03216	1.0934	1.03216	1.00934	1.05334	1.0232	10.799	10.0905	1.06022	2.64287	1.34248
FER1L6-AS1	1	1	1	1	1	1	1	1	1.01928	1	1	1	1.05009
FGA	1	1.03006	1.0625	1.27941	1.0625	1	1.4923	1.32407	7.32611	14.65	1.29929	1	1
FGB	1	1.01857	1	1	1	1	1	1	4.27692	71.3578	1	1	1
FGF13	23.7202	23.4358	44.5383	49.8081	44.5383	23.7202	24.9776	26.6304	22.39	3.20848	25.807	2.86339	11.2392
FGF13-AS1	7.51423	6.08063	6.8798	11.1706	6.8798	7.51423	2.40477	2.59001	1.51694	1.20671	2.39949	1	1.68071
FGF6	1	1	1	1	1	1	1	1	1	1.08035	1	1	1
FGFBP1	1.42608	1.627	1.05432	1	1.05432	1.42608	2.98179	1.95331	1.10577	1	2.16965	2.04798	5.3251
FGFBP2	1	1.12471	1	1	1	1	1	1	1.84129	1.04471	1	2.25281	4.85072
FGFR1OP2	23.167	22.3787	17.4454	23.4078	17.4454	23.167	23.0201	29.4008	15.1745	18.8834	24.188	24.8102	13.5125
FGFR2	43.772	44.8306	19.5792	17.433	19.5792	43.772	13.8401	9.61959	20.9352	11.6348	9.88773	1.68891	3.05797
FGG	1.03749	1.04138	1	1	1	1.03749	1.03567	1	5.97185	65.4501	1.12084	1	1
FHL1	35.4269	33.9907	14.0779	10.5437	14.0779	35.4269	25.3005	28.2895	48.8803	20.9738	32.638	94.0917	60.6623
FIBIN	1.07802	1.15069	1	1.08356	1	1.07802	1.11134	1.23209	10.7828	6.46352	1.41904	1.4295	6.16536
FIBP	33.4487	31.6554	28.6168	24.9547	28.6168	33.4487	27.0613	27.5323	19.8972	22.7612	28.9233	85.8583	13.823
FIGLA	1	1	1	1	1	1	1	1	1	1	1.11329	1	1
FKBP1A	135.348	136.867	88.6348	116.111	88.6348	135.348	159.929	210.6	55.0545	90.5829	158.515	101.279	205.988
FKBP1A-SDCBP2	1	1	1	1	1	1	1	1	1	1	1	1	1
FKBP1B	36.8904	36.357	22.0685	18.1487	22.0685	36.8904	26.2075	25.8425	8.29459	3.14434	22.0847	67.6558	25.9921
FLI1	1.07231	1.09351	1.03889	1.0726	1.03889	1.07231	1.96332	1.52957	3.84624	3.27034	2.23764	6.09139	7.97057
FLJ12825	1.01462	1	1.03354	1.04174	1.03354	1.01462	8.84247	12.6787	1.26145	1.04611	6.88749	1.32154	1.02822
FLJ25758	1	1	1	1	1	1	1	1	1	1	1	1	1
FLJ37035	1.49496	1.25956	1.0096	1.14851	1.0096	1.49496	1.25151	1.28778	1.38369	1.34705	1.35368	1	1.38441
FLJ37201	1.52137	1.61029	1.21753	1.22561	1.21753	1.52137	1.33068	1.56398	1.50634	1.4985	1.37337	1	1.15259
FLJ39080	1.08532	1.06278	1	1	1	1.08532	1	1	1	1	1	1	1
FLJ41941	1.02512	1.02772	1	1	1	1.02512	1	1	1.01872	1.07931	1	2.1074	1
FLJ42102	1.0279	1	1	1	1	1.0279	1	1	1	1	1	1	1
FLJ46284	1	1	1	1	1	1	1	1	1	1	1	1	1
FLRT2	2.48823	2.78081	15.9457	18.2253	15.9457	2.48823	5.94809	7.1441	17.262	5.51982	7.10004	1.1721	3.79456
FLT1	54.1331	56.7299	10.1715	12.835	10.1715	54.1331	5.53259	5.88783	4.60513	3.6721	7.05438	1.8847	8.86533
FMR1NB	1.06687	1	1	1	1	1.06687	1	1	1	1	1	1	1
FN1	32.4283	31.9075	503.232	407.108	503.232	32.4283	233.555	237.935	127.217	100.951	475.174	4.54824	18.6999
FNDC3B	12.1668	13.548	26.2157	35.5212	26.2157	12.1668	23.9836	20.4249	16.095	12.2648	21.7759	5.4547	7.9904
FOLH1	1	1	1	1	1	1	1.05053	1.21388	32.1544	131.444	1.1255	206.424	19.2463
FOLH1B	1	1	1	1	1	1	1	1.02825	5.94422	1.09751	1	7.13021	1.7774
FOSL1	5.32886	5.20098	1.77072	1.5329	1.77072	5.32886	1.88759	2.09302	1.0278	1	2.28276	3.47352	5.41594
FOXD3	4.22407	4.1701	1.16815	1.50225	1.16815	4.22407	1.02788	1	2.85619	1.18516	1.06297	1	1.8515
FOXN3	30.3394	33.461	12.6753	12.7822	12.6753	30.3394	14.4086	12.9297	12.1183	15.6035	12.4252	46.825	16.6617
FOXN3-AS1	1.68839	1.41441	1.43083	1.53619	1.43083	1.68839	1.05954	1.68736	1.6988	1.69368	1.40334	6.55721	3.44032
FOXO1	26.3818	28.7405	9.21236	11.9822	9.21236	26.3818	3.90224	4.7771	9.06566	6.44858	5.45398	7.50987	10.4853
FOXP4	2.48407	2.63792	8.20682	4.62328	8.20682	2.48407	2.12042	1.40311	27.5945	52.6927	3.16013	15.0183	9.47853
FOXR2	1	1	1	1	1	1	1	1.01934	1.063	1.21682	1	1	1
FRA10AC1	9.95724	10.4886	12.9722	14.6564	12.9722	9.95724	11.5756	13.6878	5.88311	7.6041	11.7609	3.91865	2.90328
FRG1	24.0513	21.985	22.8912	34.9403	22.8912	24.0513	28.0724	34.8534	13.4086	17.5531	29.3286	27.0334	6.46208
FRG1B	1.07363	1	1	1	1	1.07363	1	1	8.61661	14.7701	1	10.8281	6.75506
FRG2	1	1	1	1	1	1	1	1	1	1	1	1	1
FRG2C	1.05887	1.11056	1.26225	1.002	1.26225	1.05887	1.00002	1	1	1	1	1	1
FRMD6	6.74622	6.83698	10.9799	16.0757	10.9799	6.74622	9.27519	10.162	7.52702	3.98358	9.68568	3.47231	4.37846
FRMPD4	1.04629	1.06569	1.04553	1.01889	1.04553	1.04629	1.12584	1.05448	1.73954	1.0417	1.1705	1	1.01275
FRY	2.928	3.19082	2.38931	2.12058	2.38931	2.928	1.52407	1.32821	4.22335	2.17958	1.50799	1.22825	3.3139
FRY-AS1	1.12612	1.13978	1.05788	1.03602	1.05788	1.12612	1	1	1.11317	1	1	1	1
FRZB	4.83692	4.43477	51.2365	86.84	51.2365	4.83692	3.96085	5.11675	22.6038	20.4459	4.25145	2.87817	6.39973
FSIP2	1.93546	1.97748	3.35711	3.2713	3.35711	1.93546	1.64068	1.70272	1.81076	1.66692	1.52072	1	1.04543
FTO	18.5875	19.0094	18.0515	18.8821	18.0515	18.5875	21.6866	23.4342	11.569	8.40951	21.4426	3.93944	7.91492
FUBP1	130.102	130.773	82.4913	107.691	82.4913	130.102	147.952	161.392	42.0792	44.32	149.314	15.8159	10.5378
FUT3	1.0229	1.07581	1.03397	1.12685	1.03397	1.0229	1.05208	1	1.85546	1.11691	1.0318	51.2755	99.112
FUT5	1	1	1	1	1	1	1.05827	1	1.04563	1	1.0329	1	1
FUT6	1	1	1	1	1	1	1	1.01782	1.68222	1.35346	1	19.0131	23.7385
FUT8	14.7064	15.7261	39.3138	48.959	39.3138	14.7064	14.4414	18.6055	17.0922	23.5787	14.1931	5.75307	25.449
FUT8-AS1	1	1.06365	1.33463	1.15914	1.33463	1	1	1	2.93419	2.15785	1	2.20096	2.71503
FUT9	4.66567	4.8685	2.97604	3.39119	2.97604	4.66567	2.7334	3.33076	1.09056	1	3.39518	1	1.00836
FXYD2	1.14876	1	1.34151	1	1.34151	1.14876	1.14152	1	26.6523	72.7906	1	4.35969	2.18133
FZD10	1.1775	1.07836	1	1.10139	1	1.1775	54.9023	52.6305	2.05828	1.4341	55.263	1	2.64632
FZD10-AS1	1	1.06943	1.07218	1	1.07218	1	2.8403	2.43943	2.31278	1.90556	3.09474	1.34605	1.82016
FZD3	11.7717	12.8349	6.09839	6.54425	6.09839	11.7717	12.8491	14.7048	2.77826	2.24358	16.0865	1.0886	2.06549
FZD5	20.4568	21.2222	167.719	178.968	167.719	20.4568	1.6538	2.5961	23.3038	22.928	3.62982	12.5148	22.8378
FZD7	110.746	114.335	71.8673	102.078	71.8673	110.746	22.2498	37.5686	14.5772	15.5808	28.549	2.97753	12.775
G6PC3	32.1689	27.5598	27.2774	14.9839	27.2774	32.1689	24.3404	16.6326	19.7165	21.5494	23.5669	11.547	40.5845
GAGE10	1.15303	1	1	1	1	1.15303	1	1	1.11366	1.12205	1	1	1
GAGE12J	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE13	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE2A	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE2C	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE2D	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE2E	1	1	1	1	1	1	1	1	1	1	1	1	1
GAGE8	1	1	1	1	1	1	1	1	1	1	1	1	1
GAL3ST2	1.04388	1	1	1	1	1.04388	1	1	1.42487	1	1	1	1
GALC	7.74974	8.63312	20.0835	22.7626	20.0835	7.74974	22.554	25.0194	31.0713	58.6587	26.5227	18.9807	20.1477
GALK2	5.97127	6.41046	4.50759	4.69872	4.50759	5.97127	7.87626	8.73004	6.61484	8.22974	7.9408	17.7042	12.2383
GALNT13	5.73291	6.11308	7.5556	10.0306	7.5556	5.73291	5.55039	8.05212	2.37244	2.73564	5.8368	1	1.05792
GALNT5	1.03733	1.103	1.14991	1.02665	1.14991	1.03733	1.53273	1.44419	25.6079	16.9196	1.5614	1.82189	5.18462
GALNT7	65.0077	68.2332	36.1547	47.2246	36.1547	65.0077	45.5284	50.0553	31.8071	28.0618	49.7886	12.4218	19.6635
GANAB	157.465	154.464	232.404	219.002	232.404	157.465	251.729	215.76	96.2178	138.758	202.073	46.1917	108.946
GANC	3.84264	3.7245	3.03135	3.38574	3.03135	3.84264	2.8504	3.12257	5.16337	5.32608	2.54015	4.83846	2.99752
GAPT	1	1	2.12161	2.97756	2.12161	1	1	1	1.14163	1.15007	1	1	1.52569
GAS2	1.39023	1.39756	1.65441	1.42866	1.65441	1.39023	2.54217	2.26388	4.25227	3.08584	2.03184	2.98694	1.87161
GAS6	8.44513	8.17857	11.7063	6.04112	11.7063	8.44513	4.70467	3.63467	23.7802	22.3227	4.57505	68.5852	90.0574
GAS6-AS2	2.03734	2.38772	1.1082	1.22444	1.1082	2.03734	1.02991	1.05754	1.28103	1.19861	1.06753	1	2.09635
GATA3	1.01907	1	8.94769	10.7826	8.94769	1.01907	4.9212	3.51489	1.11371	1.4813	4.85343	1.41995	1.55297
GATA3-AS1	1	1	1.36198	1.22596	1.36198	1	1.55642	1.1493	1	1	1.32122	1	1
GATA6	1.06118	1.03376	99.0122	129.864	99.0122	1.06118	1.96039	1.71397	33.4324	58.2931	3.44801	29.2683	24.8392
GATA6-AS1	1	1	44.0171	38.4815	44.0171	1	1.49221	1.34726	11.4833	24.3507	1.37049	10.9013	6.41651
GATM	13.5001	14.3908	56.1591	52.1925	56.1591	13.5001	7.78627	9.35529	22.2789	26.3794	9.54919	123.301	35.8715
GATS	7.12492	7.0764	41.3243	41.195	41.3243	7.12492	7.11306	6.87383	15.1947	9.61427	8.62184	6.49243	4.13053
GBP4	1.0092	1	1.01055	1.01313	1.01055	1.0092	1	1	1.91859	3.92902	1.01976	4.43577	10.5617
GBP5	1.01461	1	1.01676	1.02086	1.01676	1.01461	1	1	1.18514	1.39279	1.01569	2.28582	2.97522
GBX2	1.04831	1.05331	1	1	1	1.04831	5.64161	5.9077	1	1	8.83518	2.06948	1
GCGR	1	1	1.0339	1	1.0339	1	1	1	2.54102	1.07	1	5.56309	1.45784
GCM2	1.12641	1.11161	1.11603	1.0722	1.11603	1.12641	1	1.02314	1	1	1	1	1
GCNT2	29.7201	31.6393	13.0502	14.6642	13.0502	29.7201	7.45024	7.94155	11.3258	18.8901	6.93326	7.95817	10.7792
GCOM1	2.05927	1.15164	1.33491	1.50128	1.33491	2.05927	2.02697	3.34904	3.84399	4.91741	2.14394	8.45428	1.54297
GDAP2	6.54357	7.35445	4.72632	6.77142	4.72632	6.54357	7.08852	7.59794	5.28363	6.99542	6.70293	4.79908	3.26769
GDF11	7.40816	7.45698	10.3163	10.5047	10.3163	7.40816	24.5368	26.6867	5.30185	3.36895	25.8319	2.95294	3.62178
GDF3	8.39153	8.27101	20.8503	28.2292	20.8503	8.39153	1.10191	1.1961	1	1.08475	1.9781	1	1.31273
GDI2	276.991	286.043	238.437	342.174	238.437	276.991	311.521	387.877	97.1885	153.515	306.552	259.514	155.24
GDNF	1.11132	1.08775	2.27777	2.29494	2.27777	1.11132	10.8086	8.65957	7.85446	2.07392	9.71827	1	1.64532
GDNF-AS1	2.03424	2.22696	4.97618	6.8212	4.97618	2.03424	6.36839	5.32934	2.80639	1.30646	5.5514	1	1.54342
GEMIN4	19.8136	16.9564	15.5682	11.4552	15.5682	19.8136	17.444	12.89	10.3021	9.35807	14.3401	5.07841	14.6638
GEMIN5	21.5724	21.8604	16.3844	19.9342	16.3844	21.5724	21.3011	24.3778	6.92081	6.99812	18.685	2.84843	4.04241
GGT6	1.06225	1.03435	1	1	1	1.06225	1	1	2.64958	3.13293	1	26.4052	58.4222
GGT8P	1	1	1	1	1	1	1	1	1.03571	1.66198	1.02574	2.58426	1.4636
GGTA1P	1.04261	1	1	1	1	1.04261	1	1.039	4.3324	5.17724	1	4.77	4.88723
GHR	1.07976	1.2054	1.64027	2.23324	1.64027	1.07976	4.26121	3.69973	6.65638	8.90118	3.85439	2.16983	2.82281
GHRHR	1	1	1	1	1	1	1	1	1.02901	1	1	1	1
GIGYF2	21.2328	22.1568	19.7463	21.3289	19.7463	21.2328	22.7554	23.2372	17.5809	20.568	22.882	14.3408	10.4071
GJA3	1.15294	1.20497	1.02507	1.078	1.02507	1.15294	1.07275	1.11999	1	1.01723	1.02347	1	1.02108
GJB2	1.07702	1.085	1.08837	1.07332	1.08837	1.07702	1	1.0235	9.3025	2.72273	1.08273	8.35788	17.6953
GJC1	40.2119	43.1332	22.5809	22.2564	22.5809	40.2119	32.0424	33.6222	5.72429	2.44211	28.9779	1.16137	3.13915
GK3P	1.16164	1.23786	1.09273	1.03847	1.09273	1.16164	1.12815	1.12329	1.56204	4.78587	1.02894	2.18808	2.25164
GLB1L	2.54001	2.72922	4.63027	5.01089	4.63027	2.54001	6.45321	5.92598	5.11208	14.2897	4.88256	4.5731	2.7769
GLIDR	1.32178	1.1522	1.10549	1.13129	1.10549	1.32178	1.04373	1.06311	1.49669	1.81632	1.04938	1	1.93365
GLOD4	56.7708	53.6902	47.2559	62.0088	47.2559	56.7708	89.7715	96.9386	37.6382	58.7701	89.1551	108.841	52.7507
GLRX3	83.5106	77.4946	59.4855	80.0046	59.4855	83.5106	66.0581	94.7842	17.571	19.0825	73.0943	31.8189	20.2068
GLYAT	1	1.03258	1	1	1	1	1	1.05314	1.15717	7.78145	1	1	1
GLYCTK	1.54016	1.41596	2.06521	1.40244	2.06521	1.54016	1.52209	1.32848	25.5424	54.6033	1.40861	71.9653	61.3127
GMNC	1.04792	1.08815	1.03666	1.09125	1.03666	1.04792	1.06079	1.04386	1.09525	1.08821	1.0858	1	1
GMPPB	5.40015	5.42654	12.4826	5.05922	12.4826	5.40015	4.50658	2.66755	9.87784	10.5353	5.60114	22.5154	27.8215
GNB1L	1.24928	1.45853	1.14301	1	1.14301	1.24928	1.1581	1.03803	2.38146	2.96616	1.40165	22.1292	4.92795
GNG10	12.5728	11.8163	24.2076	33.9781	24.2076	12.5728	14.9859	21.231	5.89082	12.7199	12.9834	22.8821	23.9226
GNG11	7.55593	5.34131	7.01774	8.2815	7.01774	7.55593	10.1479	12.4679	24.9076	19.9906	13.4414	83.6354	66.7516
GNG12	24.5035	26.4809	7.81269	8.45848	7.81269	24.5035	35.116	46.4277	57.9049	55.1516	36.8959	157.588	55.8296
GNG12-AS1	1.02959	1.02951	1.12666	1.39863	1.12666	1.02959	1.64925	1.65077	1.4703	1.12742	1.55844	1	1.26529
GNN	1.15204	1.1678	1.01454	1.16284	1.01454	1.15204	1.16876	1.19715	1.18888	1.09992	1.12249	1	1.09783
GNRH1	2.15106	2.06201	2.45598	3.36536	2.45598	2.15106	1.6415	1.60294	3.03857	2.7613	1.98022	1	1.43489
GOLGA5	27.16	25.9218	26.9545	32.3141	26.9545	27.16	19.2663	24.2021	18.7715	20.3467	20.4984	27.9966	15.1811
GOLGA8B	10.1368	10.6688	11.5297	14.3351	11.5297	10.1368	3.85057	5.02158	3.023	4.09376	4.08876	10.1617	3.10106
GOLGA8EP	1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA8F	1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA8G	1	1	1	1	1	1	1	1	1	1	1	1	1
GOLGA8N	1.04264	1.01177	1.02446	1	1.02446	1.04264	1.01014	1.00976	1.17482	1.53795	1.0229	1	1.30855
GOLGA8O	1.01096	1	1	1	1	1.01096	1	1	1	1	1	1	1
GOLPH3L	20.0766	20.7737	26.0151	28.7937	26.0151	20.0766	16.1885	18.663	19.0185	15.4116	16.2304	17.2155	14.5939
GORASP2	64.2543	67.4404	59.6155	66.7761	59.6155	64.2543	55.6484	59.6179	35.4639	33.4056	55.4791	42.8047	49.7094
GOT2	131.18	125.048	62.687	70.626	62.687	131.18	92.4194	106.389	25.8093	24.1663	84.9942	38.8978	68.6341
GP9	1	1	1	1	1	1	1	1	1.24861	1.19876	1	1	1
GPALPP1	23.3499	23.2305	20.2593	20.5698	20.2593	23.3499	35.345	42.4608	15.1448	16.1632	33.4551	4.05317	4.39589
GPAM	9.13427	9.20657	8.5984	11.5931	8.5984	9.13427	11.2537	13.0095	8.38842	10.6829	10.526	2.16559	14.9678
GPATCH8	22.3003	22.8006	21.696	22.0755	21.696	22.3003	18.5114	18.6543	16.5679	14.4988	17.465	8.57424	13.446
GPC6	8.54004	8.94576	27.1903	30.8474	27.1903	8.54004	20.4256	21.0589	20.4842	21.148	17.7263	1.34805	3.42866
GPC6-AS2	1	1	1	1.52359	1	1	1	1	1	1	1	1	1
GPHB5	1	1	1	1	1	1	1	1	1	1	1	1	1
GPM6A	4.3865	4.83981	19.0655	22.1183	19.0655	4.3865	19.11	23.6876	12.684	1.53123	44.3911	1.46336	4.53672
GPN3	40.8651	41.8413	28.131	35.9855	28.131	40.8651	41.4445	47.177	7.35796	7.03949	34.5152	7.60787	11.3609
GPR133	1.03164	1.01164	1.21783	1.16567	1.21783	1.03164	1.02007	1.02896	3.55514	23.653	1.02266	1	5.64008
GPR137B	6.20176	6.80658	1.6821	1.42447	1.6821	6.20176	11.8309	14.2496	4.63198	5.60067	11.3132	6.24634	4.74235
GPR137C	5.68626	5.64828	4.28402	6.29432	4.28402	5.68626	3.34208	3.5383	4.59233	1.88897	4.64799	1	1.48688
GPR171	1.06868	1.07581	1.0394	1.19616	1.0394	1.06868	1	1	1.12792	1.65106	1	4.03305	3.66297
GPR37	3.2392	3.23754	13.8288	13.9416	13.8288	3.2392	1.96441	1.67856	2.21788	1.66829	2.00763	1	1.46753
GPR39	1.54678	1.27326	4.87928	3.54241	4.87928	1.54678	1.49125	1	6.9455	7.63159	1.45713	5.13835	7.40284
GPR65	1	1	1	1	1	1	1	1	1.31122	1.47894	1	2.39125	2.07466
GRAMD1C	1.72189	1.88149	1.29959	1.23757	1.29959	1.72189	2.32985	2.11062	4.35653	12.2744	2.00643	18.9405	4.37467
GRAMD3	10.5046	10.2807	4.75288	5.60154	4.75288	10.5046	3.79026	3.02782	13.6707	15.857	3.01174	13.0781	9.52988
GRAP2	1	1.0411	1.34174	1.71795	1.34174	1	1.29595	1.08522	1.41129	1.76816	1.31656	1.72645	1.8997
GREB1	6.72119	6.85579	19.2587	21.834	19.2587	6.72119	30.2613	27.5967	2.25941	1.60866	24.426	1.28995	1.41992
GRHL2	9.20863	8.75159	2.60925	2.17996	2.60925	9.20863	3.50318	2.71165	8.9099	8.79268	3.37082	2.91217	7.18919
GRIA2	1.01079	1	1	1	1	1.01079	1.13371	1.11857	3.01946	1.35673	1.52119	1	1.35412
