Genes	AS1	D4CF1	ES1	FS1	AS1	D4CF2	ES2	FS2	AS3	D4CF3	DE3	ES3
ACTN1	54.9624	65.429	71.7187	75.0902	9.57199	58.5748	69.6675	66.9391	29.2574	26.1923	43.1805	99.6358
ACTN1-AS1	1	1	1	1.30828	1	1	1.19751	1	1.11017	1	1	1
ACTN2	1.22432	1.09464	1.75413	1.26809	8.39776	1.15453	1.08284	1.62936	2.27166	1.06717	1.15929	1.1198
ACTN3	1.57935	1.77404	11.2475	1.02977	1	2.27329	1.4564	11.009	1.11033	1	1.60336	3.58993
ACTN4	35.857	25.5155	38.7169	141.469	237.174	38.9117	25.1913	37.487	216.257	147.992	25.0177	40.8341
ACTR10	31.3532	47.0229	22.3698	19.872	32.2205	30.3693	40.7234	21	14.4367	15.3657	36.0063	30.3952
ACTR1A	46.3396	47.9648	48.7761	31.8143	66.8202	46.4922	48.3539	47.1318	19.2363	55.7727	42.3874	59.6459
ACTR1B	16.6859	10.0591	9.16575	26.1106	72.551	19.8271	7.95087	8.77926	24.0151	45.6401	14.6579	15.1302
ACTR2	145.254	253.152	116.101	54.5567	80.526	143.986	230.078	122.469	80.9706	102.902	175.604	174.372
ACTR3	60.7854	90.7148	59.0543	26.8166	56.1974	58.5416	87.7915	61.4792	27.5771	35.5138	72.9882	61.2905
ACTR3B	17.5985	7.96382	16.8283	3.32965	1.66859	19.9548	8.56216	15.3073	3.44965	4.59863	25.1879	8.93522
ACTR3BP2	1	1	1	1	1	1	1	1	1	1	1	1
ACTR3BP5	1	1	1	1	1	1	1	1	1.02996	1	1	1
ACTR3C	1	1	1	1.55957	1	1	1	1	2.80771	1.88789	1	1.06175
ACTR5	5.02421	6.33843	9.28507	5.33055	7.88029	4.9297	7.0013	8.60665	6.28854	5.321	5.11037	6.59348
ACTR6	31.2809	42.2228	30.6771	11.5893	17.2002	33.277	38.0884	30.8815	11.7842	12.1669	38.1951	31.1054
ACTR8	14.866	14.1792	13.6691	11.6436	3.10671	15.8008	14.7851	13.6264	9.09304	5.53075	18.0581	12.0762
ACTRT1	1	1	1.08826	1	1	1	1.31509	1	1	1	1	1.10127
ACTRT2	1	1	1	1	1	1.04267	1	1	1	1	1	1
ACTRT3	1.16311	3.84901	5.4642	3.4436	2.34018	1.14446	3.81884	5.96047	7.57131	4.05918	1.16678	3.05583
ACVR1	12.2298	27.0123	15.0897	9.58819	2.80942	12.7437	31.9722	15.0768	11.8427	10.2127	12.1479	24.3527
ACVR1B	20.018	15.3885	11.6155	28.7975	13.8173	20.4042	16.7078	11.0851	36.9833	28.8083	17.6354	16.5276
ACVR1C	1.24004	1.3125	1.50438	4.59934	1.87803	1.34024	1.4559	1.5003	9.47999	2.00145	1.29905	1.43221
ACVR2A	7.64397	15.3467	8.0198	8.67673	8.81347	5.94843	14.4409	8.18224	9.22692	5.46109	6.76791	11.149
ACVR2B	18.0926	38.5496	29.4835	5.35427	1.53708	19.4008	36.2332	32.544	5.00547	2.23506	20.8788	36.8862
ACVR2B-AS1	1.81192	4.13117	3.4565	1.82725	1.52052	1.96629	2.65276	2.95514	2.2491	1.68543	2.08097	3.11391
ACVRL1	1.13467	1.0284	1.02786	12.1176	5.28984	1.09276	1	1.06149	7.19	31.5012	1.01275	1.15983
ACY1	6.13032	7.18471	11.1978	29.1551	412.429	9.03175	8.46456	11.1721	87.5696	32.4259	6.4049	14.6329
ACY3	1	1	1	13.2867	300.173	1	1	1	50.9937	21.6486	1	1
ACYP1	45.4688	20.3728	31.0465	13.7855	28.4665	51.1701	20.0877	32.5435	12.8573	27.288	65.3978	19.9763
ACYP2	6.0154	5.26857	3.36135	4.35666	9.32583	5.64625	4.14211	2.7769	4.09966	7.26697	5.76476	3.15519
ADA	7.71708	5.53067	11.8197	2.59339	129.253	10.0803	6.22852	11.6245	2.33319	33.8254	9.2464	11.3374
ADAD1	1	1	1	1.02246	1	1	1	1	1	1	1	1
ADAD2	1	1	1.02947	1.17564	1	1	1	1	1.18616	1.05707	1	1.02985
ADAL	10.8382	7.84373	9.0186	3.68421	4.47752	12.4156	7.02299	8.5563	3.57635	3.19068	15.0142	6.04172
ADAM10	67.5357	109.677	55.9503	36.4123	10.9476	72.38	107.51	59.2744	41.3684	18.6162	78.1831	81.7257
ADAM11	1.50327	1.15925	1.63769	1.84394	1.28622	1.76765	1.07434	1.80434	1.32843	1.12562	1.2978	1.31358
ADAM12	1.45755	1.11386	1.10958	2.4575	1	1.21259	1.23918	1.04621	1.3541	1.28263	1.35143	1.20819
ADAM15	10.6359	1.60591	5.54087	10.0066	43.9555	11.6504	1.42428	5.18957	9.43155	47.7885	6.41385	3.51036
ADAM17	27.0575	41.4564	20.5924	8.42886	4.23105	27.7103	39.3213	21.597	8.77264	5.15984	31.0274	32.9699
ADAM18	1.02674	1	1	1	1	1.04185	1	1	1	1	1.08052	1
ADAM19	8.61765	116.879	6.50223	9.33858	2.13889	8.5439	138.236	6.29087	3.89408	3.91563	7.07187	139.523
ADAM1A	3.02597	5.98776	4.39905	7.62611	2.36947	1.94647	6.03144	4.65989	6.02102	4.00548	2.44175	4.47196
ADAM2	1	1	1	1.03574	1	1	1	1	1	1	1	1
ADAM20	1	1.25832	1.04222	1.0472	1	1.06025	1.18087	1.0466	1.06664	1.04082	1.01932	1.12111
ADAM20P1	1.04145	1.47213	1.2315	1.12939	1.84956	1	1.30303	1.34066	1.16744	1.07458	1.01766	1.39843
ADAM21	1.19085	1.09059	1.04442	1.04965	1	1.21129	1.222	1.07353	1.03505	1.08591	1.14229	1.2803
ADAM21P1	1	1.06039	1	1.02206	1	1.02817	1.04229	1.03268	1.04677	1	1.0271	1.23783
ADAM22	9.06811	2.27309	7.78704	5.17534	1.133	9.99719	2.34475	7.98948	4.48288	1.88724	10.7253	2.04925
ADAM23	7.11135	6.6812	15.5181	3.29979	1	6.59397	6.14413	15.7613	1.35768	1.63013	7.66082	5.29982
ADAM28	1.19459	1.29442	1.72819	9.02389	3.79145	1.08617	1.50557	1.69616	8.91153	1.55447	1.09948	1.34576
ADAM29	1.28022	1.16236	1	1.01483	1	1.0568	1.22737	1	1.03141	1	1.1093	1.12818
ADAM30	1	1	1	1.0146	1	1	1	1	1	1	1	1
ADAM32	1.06978	1.08832	1.08662	1.35501	1	1	1.21646	1.0239	1.71773	1.12563	1.13874	1.32299
ADAM33	1.33265	1.442	2.15035	11.0709	1	1.41238	1.21426	1.91999	3.56911	6.82975	1.39674	2.1098
ADAM3A	1	1	1	1	1	1	1	1	1	1	1	1
ADAM5	1	1	1	1	1	1	1	1	1	1	1	1
ADAM6	1	1	1	1	1	1	1	1	1	1	1	1
ADAM7	1	1.06981	1	1	1	1	1	1	1	1	1	1
ADAM8	1.02003	1.15781	1.29019	1.99618	1.42598	1.23061	1.13813	1.06405	2.28217	2.42101	1.12395	1.28856
ADAM9	25.5205	23.2614	16.0263	30.9644	6.51204	23.9319	24.5815	17.0731	30.2573	26.002	28.1138	17.6293
ADAMDEC1	1	1	1	91.0007	65.0395	1	1	1	177.125	8.67734	1	1
ADAMTS1	14.5268	16.7849	9.5507	26.3203	3.43143	13.9622	20.5964	8.79641	8.99272	98.0847	12.7509	16.534
ADAMTS10	1.66378	1.71469	1.37614	5.39816	1	1.76682	1.65222	1.35582	2.64046	2.71174	1.38116	2.64563
ADAMTS12	5.12659	3.55683	4.163	3.23768	1	5.28949	4.05499	4.03388	2.18811	1.17758	4.64254	5.15705
ADAMTS13	1.31589	1.67972	1.68642	4.37511	4.88472	1.41049	1.56009	1.58437	3.50115	1.84418	1.32305	2.25588
ADAMTS14	1.0348	1	1.37826	5.54623	2.4258	1.07193	1.04627	1.44135	4.95486	1.81345	1.02966	1.08675
ADAMTS15	1.66494	1.22398	1.95848	8.46487	1	1.7884	1.35644	2.10192	8.20283	8.53186	2.13318	1.60715
ADAMTS16	1.34449	1.49054	3.10746	2.05012	1	1.43587	1.24534	3.06046	1.09032	1.11052	1.28305	1.53881
ADAMTS17	1.61301	1.18185	1.24076	2.11671	1.19596	1.72108	1.2292	1.23619	1.80843	1.43	2.21607	1.24555
ADAMTS18	1.42147	3.16637	1.05742	1.33528	1	1.61	3.85612	1.04225	1.81485	1	1.30657	2.97643
ADAMTS19	20.5101	7.24965	15.047	3.45096	1	22.8762	7.1168	15.0219	1.65258	1.21583	22.0056	6.20991
ADAMTS2	1.09856	1.49332	2.18097	3.56861	2.96034	1.15871	1.48835	2.0845	2.5584	5.14152	1.12979	1.84749
ADAMTS20	3.35638	1.4232	4.2707	1.00737	1	3.52883	1.6632	4.52249	1	1	4.15646	1.32879
ADAMTS3	4.52036	3.1618	3.03247	2.85579	1	4.23817	3.6663	3.0285	1.31436	1.20638	5.29029	2.85223
ADAMTS4	1.27012	1.56683	2.24408	2.00622	1.29109	1.22664	1.35909	2.27079	1.70976	10.7861	1.16959	2.30595
ADAMTS5	1.13029	6.35965	1.7162	7.66993	1.88799	1.04946	6.22095	1.59921	3.79971	5.39805	1.09516	5.89743
ADAMTS6	2.03017	1.26814	1.27843	1.98015	1	2.62613	1.26506	1.28168	1.48774	1.13424	2.74143	1.15973
ADAMTS7	2.66534	1.73775	2.83972	5.16806	1.2272	2.45529	1.50181	2.80229	4.71602	1.47861	1.71897	3.30061
ADAMTS7P1	1	1	1	1.02556	1	1	1	1	1.17128	1.02206	1	1
ADAMTS8	1.03393	2.09521	6.19642	5.14376	1	1.01503	1.83453	5.30566	1.28655	2.80001	1.02891	2.37731
ADAMTS9	7.69595	2.5362	1.18447	5.90956	1.50662	5.40213	3.16227	1.18663	3.64165	4.88082	5.48844	3.07191
ADAMTS9-AS2	1.17397	1.1101	1	1.90506	1	1.38521	1	1.02979	1.31969	1.57483	1.24706	1
ADAMTSL1	1.0922	1.55849	1.52136	5.44186	1	1.09302	1.05107	1.44066	1.14096	1.79997	1.02985	1.14975
ADAMTSL2	1.99977	1	1.15512	1.21967	1.68264	2.80046	1	1.01712	1.18353	2.0786	1.41174	1.03559
ADAMTSL3	1.06584	1.10938	1.26049	5.98606	1.50499	1.07289	1.43762	1.23676	1.76097	2.30018	1.09116	1.24614
ADAMTSL4	1.37675	1.49681	1.68981	7.15353	1.87738	1.37218	1.57151	1.81885	5.98968	10.6017	1.09877	2.27507
ADAMTSL4-AS1	1	1.8045	1.19699	1.34215	1	1.06247	1.8466	1.14494	1.15632	2.92204	1.06011	1.60274
ADAMTSL5	1.04424	1.29399	1.04119	6.87773	18.6886	1.03918	1.29407	1	9.12507	4.66301	1.0377	1.49619
ADAP1	1.37258	1	1.43886	24.0243	115.791	1.1491	1.13428	1.44079	30.6855	50.4948	1.20082	1.33164
ADAP2	1.1153	1.30646	1.27907	3.03167	3.83727	1.14296	1.39851	1.28431	3.06679	6.02297	1.07859	1.41873
ADAR	61.7398	96.5839	104.664	47.7181	31.5069	64.6511	109.681	106.074	59.5117	59.1613	63.1759	94.0185
ADARB1	3.24673	3.86054	5.85011	6.71337	3.21456	3.79595	4.02128	5.79606	4.59519	4.85083	3.12823	4.27704
ADARB2	1.21413	1.05421	1.21928	1.11889	1	1.04425	1.02847	1.33735	1.07856	1.26904	1.05474	1.13723
ADARB2-AS1	1	1	1.12416	1	1	1	1	1	1	1	1	1
ADAT1	7.89627	7.46985	8.50577	5.24129	3.51906	7.93859	8.23894	9.08401	5.33422	5.67525	8.25412	7.66178
ADAT2	5.62318	2.88097	4.80323	4.88732	1.19849	5.51155	3.35154	4.50096	6.61477	2.48109	6.41397	3.11513
ADAT3	1.12381	1.07836	1	3.14407	40.0556	1	1.05486	1.08481	3.79318	9.42382	1.07033	1.04408
ADC	1.77141	1.22532	1.11048	2.02899	1.60913	1.89344	1.19721	1.06097	1.47977	1.58825	1.58146	1.44368
ADCK1	4.66583	2.03732	5.66812	4.23126	7.60127	3.8479	1.93996	4.99979	4.30827	10.0963	3.54772	2.88866
ADCK2	4.04299	4.14662	3.17522	10.9512	8.80592	4.80203	3.78116	3.31695	9.18629	17.9851	3.96331	5.09197
ADCK3	4.84051	2.31084	7.90953	20.2049	22.6746	7.30605	2.92174	7.36219	20.5738	33.773	5.04459	2.82065
ADCK4	5.85783	3.65967	5.27693	11.6937	16.4492	6.39499	3.45937	5.04281	13.9535	14.736	4.70815	7.11636
ADCK5	1.46054	1.37474	1.36749	9.28222	67.9	1.72838	1.48104	1.30419	12.6814	19.8663	1.30833	2.05413
ADCY1	3.01759	2.56792	5.62169	2.03369	1.09758	3.45754	2.35804	6.19577	1.37124	1.71085	2.80839	3.04441
ADCY10	1	1.35097	1.06884	1.14835	1	1	1.4913	1.06331	1.06333	1.04428	1	1.32909
ADCY10P1	1.29951	3.61685	2.37105	2.03908	1.82574	1.45548	3.1083	2.35743	1.65661	1.61303	1.61309	3.57619
ADCY2	2.03526	9.21317	17.7024	1.48752	1.37819	2.39992	8.8521	18.1897	2.02436	1.44814	1.87426	11.0905
ADCY3	7.84263	2.88685	5.95826	7.38463	1.41697	8.99039	3.13469	5.53598	6.24907	13.1802	5.87445	5.01503
ADCY4	1	1	1.10203	3.10757	2.49775	1.01618	1	1.15014	2.51586	4.93164	1.01556	1.05853
ADCY5	1.97831	1.54363	4.25425	7.12552	2.22434	2.5109	1.33307	4.21148	4.0905	5.24375	1.69128	2.10869
ADCY6	9.68896	8.75822	7.13507	21.6737	11.1592	10.3913	8.28909	7.38547	21.6639	21.7886	6.58909	13.2416
ADCY7	4.26256	6.19943	3.31015	5.4939	1.20227	5.2483	5.58693	3.25504	4.21448	3.60992	4.52616	5.96333
ADCY8	1.52708	2.85846	2.17763	1.19854	1	1.24008	3.68265	1.92836	1.27642	1.10828	1.35929	2.46379
ADCY9	1.97512	1.50357	2.80103	6.63042	5.1482	1.66328	1.41482	2.75529	4.71525	7.18968	1.65806	1.84992
ADCYAP1	1.65327	1	1.01831	6.85211	1	1.08711	1	1	1.14449	1.63709	1.08381	1
ADCYAP1R1	3.05553	1.32222	5.32749	6.68629	1.19289	1.62032	1.35097	5.46606	1.36676	5.02971	1.74719	1.62443
ADD1	44.7963	74.9945	40.7229	57.4187	61.9588	44.332	77.1047	40.2037	55.1978	78.0279	38.5905	82.4832
ADD2	25.2243	11.3049	56.0251	5.28819	1.67098	25.5761	12.1063	55.6673	1.14432	2.41358	20.8398	16.0864
ADD3	50.3768	73.4573	54.5843	82.2299	32.649	49.4227	67.3208	58.0821	160.111	57.7817	60.188	55.5009
ADD3-AS1	1.27284	1.41433	1.61595	3.05143	1	1.19336	1.36253	1.67258	2.92296	2.8011	1.51129	1.23304
ADGB	1	1	1	1.03204	1.23619	1.01022	1.03069	1	1.01694	1	1	1
ADH1A	1	1.1762	1.0475	2.347	8.4579	1	1.1879	1.09523	1.03445	2.96454	1	1.20474
ADH1B	1	1	1	2.43894	85.6573	1	1.03135	1.02423	8.57966	181.613	1.02009	1
ADH1C	1	1	1	23.5756	155.511	1	1	1	22.2197	94.1209	1	1
ADH4	1	1	1.09234	3.04091	56.6947	1	1.08791	1.06794	4.79204	22.2285	1	1
ADH5	106.933	120.299	113.683	39.7992	76.7519	117.083	118.52	111.219	46.2497	78.2095	140.861	94.8362
ADH6	1.09814	1.65213	1.6852	4.9515	34.449	1.30421	1.84756	1.3529	2.29816	20.3286	1.45992	1.57633
ADH7	1	1	1	1	1	1	1	1	1	1.05574	1	1
ADHFE1	1.97174	2.25192	3.16465	7.42663	4.56575	1.52254	2.33796	2.92549	13.402	2.87836	1.88715	2.92764
ADI1	21.2132	48.1571	28.5393	44.1299	502.016	17.7371	55.1665	28.8953	47.2183	83.2916	21.8583	36.1328
ADIG	1	1	1	1	1	1	1	1	1	1	1	1
ADIPOQ	1.04024	1	1	1	1	1.02375	1	1	1	37.4994	1.04572	1
ADIPOQ-AS1	1	1	1	1	2.11405	1	1	1	1	1.07079	1	1.03872
ADIPOR1	45.3811	51.569	40.5068	37.9121	63.8187	45.6969	50.3429	41.4262	41.9579	42.2478	49.1868	48.6777
ADIPOR2	40.1815	43.1571	27.8447	25.8915	50.2138	43.6625	43.9602	29.938	29.9869	56.9913	49.2376	34.1512
ADIRF	1.12539	1	1.27908	3.50614	935.799	1.22212	1.3334	1.94266	3.03746	146.888	1.32054	1.40182
ADK	36.1425	26.0511	25.6876	14.3714	6.79133	37.3065	29.2423	27.8524	12.1675	10.3314	47.3036	20.86
ADM	9.43759	16.8406	22.3706	4.10484	42.7419	5.09135	23.2457	21.8252	4.92021	33.3053	4.93618	14.5944
ADM2	1.82786	1.87321	3.49761	3.19616	5.0815	1.67891	1.7337	3.86677	8.83038	16.9563	1.37883	2.76856
ADM5	1.39985	1.46718	1.65858	1.29868	1.6316	1.43587	1.89956	1.34762	1.56524	3.38436	1.26208	2.93839
ADNP	62.4872	78.5228	67.7507	28.969	17.0463	63.7657	77.8387	72.8807	28.8535	23.3159	72.9712	64.2619
ADNP2	19.6714	25.1632	27.9953	8.65313	6.793	21.0368	25.084	29.6186	8.98711	10.4782	21.8688	23.7497
ADO	17.9891	17.7449	20.0907	9.99999	10.2209	18.5128	16.5369	21.0076	11.2716	10.9228	23.0623	14.3029
ADORA1	1.96282	1.7399	1.42682	1.79485	1.47009	1.71062	2.46281	1.42396	1.06736	2.2793	1.60554	2.68957
ADORA2A	1	1	1.10744	4.38773	4.65239	1	1	1.10825	4.60812	3.79577	1	1.05947
ADORA2A-AS1	1.13109	1.04713	1.14391	4.32024	10.6358	1.05524	1.07937	1.40135	9.15992	1.17882	1.07755	1.20502
ADORA2B	4.21186	1.33141	3.34003	4.63193	1	3.62822	1.32488	3.1163	4.18317	4.40129	3.52854	1.44749
ADORA3	1	1	1	1.793	8.83888	1	1	1	3.15136	5.44045	1	1
ADPGK	31.6072	45.9166	25.4969	24.484	18.4663	34.3464	50.0932	24.2815	19.875	24.7608	37.599	35.9638
ADPGK-AS1	1	1.26467	1.08652	1.1829	1.47646	1.02059	1.21621	1.07162	1.1377	1	1.01981	1.16234
ADPRH	1.88272	4.1334	3.80483	2.59784	1.78656	1.88378	3.95937	4.13479	2.12738	5.59081	1.62135	3.68513
ADPRHL1	1.32069	1.39959	1.24711	2.25771	6.04608	1.37369	1.65286	1.59312	1.93803	3.84691	1.19129	1.14987
ADPRHL2	15.7209	8.11836	12.3161	14.4381	41.5832	17.813	9.34207	11.1778	17.0534	17.3908	12.0974	14.1525
ADPRM	11.0936	5.91812	7.07035	8.58721	21.2261	12.8273	4.68115	8.25025	10.4649	5.92423	12.9496	4.62563
ADRA1A	1.03265	1	1.11593	1.48246	1.63935	1.02503	1.04341	1.03355	1.51657	2.16216	1	1
ADRA1B	1.05725	1	1	1.17872	1.58763	1.05071	1	1	1.16832	1.25794	1.02439	1
ADRA1D	1.02384	1	1.19972	1.09922	1.97777	1.04222	1	1.17144	1.03503	1.42918	1.02031	1.02546
ADRA2A	1.49585	1.91105	2.22103	5.76126	2.96564	1.1275	2.06319	2.08465	6.79024	21.5902	1.12266	1.64924
ADRA2B	1.29733	1.45867	2.4013	1.46417	1	1.47731	1.22234	2.47019	1.35485	2.7716	1.33253	1.55579
ADRA2C	4.37931	1.76229	2.71313	1.64977	1	5.26721	1.88959	2.27193	1.246	8.00049	4.16456	3.64465
ADRB1	1.6403	1	1	1.5208	1.4527	1.52799	1	1	1.27573	2.03324	1.8466	1
ADRB2	1.41508	1.06062	1.68366	1.31005	2.31159	1.36763	1.12734	1.72172	1.18778	4.68478	1.35369	1.03411
ADRB3	1	1	1	1.6502	1	1.02128	1	1.09877	1.54736	1.17308	1	1
ADRBK1	9.51315	5.1955	7.2896	31.124	101.945	10.0479	5.33428	7.56937	36.5299	51.2673	6.04689	12.028
ADRBK2	9.02954	6.80335	14.6291	11.722	1.27116	9.57382	6.05072	15.817	3.7294	3.30862	10.9718	6.83585
ADRM1	12.6263	14.7546	23.0764	24.1638	100.383	14.0349	13.8799	20.7157	24.4672	45.7472	8.1154	27.3862
ADSL	137.963	66.4934	145.589	29.5821	36.3677	148.493	75.535	136.573	40.1359	23.5509	147.385	59.2792
ADSS	41.3156	35.9651	75.872	20.5041	22.006	45.3963	36.4072	79.0489	25.0988	16.9816	56.8444	26.8475
ADSSL1	3.68646	4.95109	3.36003	4.25382	4.88973	4.25064	3.71624	3.99343	2.69753	2.51491	3.09565	8.19406
ADTRP	1	1	1.27315	2.47537	58.3018	1.06496	1.09751	1.30147	13.6629	60.7099	1.03124	1.03917
AEBP1	10.8869	7.08485	8.9797	14.2381	3.16708	13.0638	7.04924	7.84979	5.11801	20.2127	6.84819	14.9194
AEBP2	15.6534	14.4643	25.8038	8.48359	4.59301	17.1698	14.4303	27.1995	10.4021	6.16927	18.6633	11.9935
AEN	31.1292	25.1439	41.4685	3.78247	20.4143	34.1819	23.8532	42.4747	5.30758	16.0482	30.9314	29.5659
AES	37.1235	73.9179	45.7603	159.108	291.299	25.4348	70.704	42.6261	103.975	214.474	15.7462	123.288
AFAP1	5.40425	8.17363	4.69665	15.1017	5.44231	4.70251	8.03802	5.04664	7.65702	9.51738	4.33646	8.42938
AFAP1-AS1	1.00947	1.08632	1.02583	1.14515	1	1	1.04939	1.05604	1.01352	1.20311	1	1.02982
AFAP1L1	2.30318	1.17234	2.73117	5.48176	3.47858	2.2345	1.36202	2.48937	3.5049	6.24961	1.99334	1.56626
AFAP1L2	3.60685	1.20617	2.17004	8.06228	2.90669	4.61444	1.14433	2.41888	2.41971	5.14329	4.86079	1.14911
AFF1	10.5452	52.6312	20.4867	22.0374	5.88926	9.94621	54.661	21.3778	24.7128	11.0814	10.2071	49.0899
AFF2	4.70455	1.37341	3.87723	1.68125	1	5.24712	1.38116	3.87593	1.26027	1.14823	5.26838	1.5087
AFF3	5.52971	1.57706	1.42786	3.74316	1.15157	6.18136	1.80812	1.40284	2.11322	1.62542	4.91023	1.32463
AFF4	23.7335	73.1105	23.7193	24.7012	10.7265	22.6258	75.2396	25.8236	22.2412	11.6376	24.0243	62.9303
AFG3L1P	4.70608	7.37758	8.68078	6.34849	10.1356	4.77628	7.75748	8.52194	7.2281	8.71678	3.75814	9.19572
AFG3L2	30.5092	30.4776	49.5065	25.6605	97.0583	32.0652	33.2193	48.2742	30.4336	53.5261	36.079	29.1407
AFM	1.03273	1	1.03047	1.18161	1	1.05798	1.04351	1	3.21383	1	1	1
AFMID	11.7024	6.33006	12.1672	13.6608	17.6063	15.0539	9.13614	11.5693	19.0701	13.3469	11.0027	11.4009
AFP	1	1.12144	3.35206	74.9339	1	1.05665	1.29761	2.90583	153.423	1.11534	1	1.13664
AFTPH	11.0389	10.51	13.3332	20.3505	24.2085	11.0639	10.2633	13.0166	19.6858	16.2676	11.9076	8.79956
AGA	6.28733	9.15993	9.03123	8.10422	6.95425	5.7992	10.4952	7.9573	12.451	5.4724	6.63816	8.03534
AGAP1	8.08416	4.33762	7.23556	8.57435	8.66537	7.57216	4.53342	7.65789	7.34192	10.1692	7.5801	5.12395
AGAP11	1.25853	1.33981	1.36304	1.25002	7.11389	1.35227	1.39656	1.56564	1.14682	1.75138	1.23724	1.1487
AGAP2	1.43423	1.06701	1.2957	3.14328	1.88523	1.0893	1.02346	1.24606	1.36152	2.07329	1.07519	1.05385
AGAP2-AS1	1.06817	1.01679	1.19759	3.25112	4.24879	1.00001	1.03527	1	1.63607	8.32293	1.03766	1
AGAP3	8.36398	6.00123	9.37059	15.1347	44.2597	7.76876	5.87121	8.421	17.2756	25.0573	5.26551	9.9132
AGAP4	1	1	1	1.27707	1	1	1	1.02694	1.75175	2.08687	1	1
AGAP5	1.26411	1.4513	1.1967	1.49468	1.54194	1.18714	1.316	1.13568	2.68853	2.28455	1.29256	1.45138
AGAP6	2.00553	3.2562	2.8509	2.4903	4.28038	1.74889	4.28109	2.8784	4.13953	4.20882	1.79838	3.44103
AGAP7	1.60616	2.15085	1.93223	1.51185	1	1.56021	2.33123	1.70403	1.01938	1	1.29191	3.083
AGAP9	1	1	1	1	1	1	1	1	1	1.04843	1	1
AGBL1	1	1	1	1.01238	1	1	1	1	1	1	1	1.01906
AGBL1-AS1	1	1	1	1	1	1	1	1	1	1	1	1
AGBL2	1.24243	1.36165	1.66095	2.83831	1	1.13803	1.34531	1.72947	3.35256	1.18684	1.16231	1.35144
AGBL3	1.31732	1.26776	1.37746	1.44034	1	1.35911	1.3281	1.27169	1.07768	1.12682	1.18026	1.47075
AGBL4	1.527	1.04002	1.0785	1.36562	1	1.39207	1.08407	1.08663	1.04645	1.03793	1.21554	1.02252
AGBL4-IT1	1	1	1	1	1	1	1	1	1	1	1	1
AGBL5	44.2142	17.171	21.2236	12.5691	7.13383	53.5994	16.3453	20.3922	13.2582	9.85136	45.4912	23.7545
AGBL5-AS1	1.28901	1	1	1.19923	1	1.25597	1	1.29694	1	1.54727	1	1
AGER	4.39644	7.62292	4.36472	6.13295	2.1009	3.17119	9.49525	3.0628	6.23058	4.29852	2.3639	13.028
AGFG1	17.293	25.2752	23.6005	15.4646	19.8621	17.7589	25.159	25.0129	23.298	10.3945	20.1133	20.5432
AGFG2	1.45859	3.58783	1.62852	7.24069	5.17209	1.45129	3.67565	1.47117	6.25546	9.21693	1.32563	4.95953
AGGF1	13.0809	19.6134	14.8869	11.8998	11.3288	13.1852	18.6735	14.9394	15.7753	11.4631	13.7803	16.1762
AGK	17.6936	15.0045	17.3238	9.72356	2.7687	19.5292	14.8773	17.7085	10.8387	6.66718	19.7269	11.9199
AGL	17.2751	95.4037	13.8356	11.443	6.04154	18.192	88.5939	14.4909	10.2598	6.47995	19.7997	74.9313
AGMAT	1.31833	1.71763	4.18541	15.9616	17.3093	1.33477	1.60827	4.06593	34.5046	22.5826	1.22036	1.53123
AGMO	1.38762	1.14719	1.19246	1.43023	15.3151	1.25176	1.10306	1.42481	1.81652	1.97744	1.59452	1.08281
AGO1	15.1513	11.171	14.1214	8.46367	4.46532	13.805	13.3665	15.7219	10.5026	10.6318	13.9105	13.6768
AGO2	7.03602	8.53681	11.3598	6.6832	2.50593	7.71794	9.97118	11.5556	6.07342	5.75897	6.26461	13.0388
AGO3	7.19099	6.31042	6.04896	4.67425	2.13336	7.96353	7.07631	6.23939	4.53181	2.52575	8.25165	6.10084
AGO4	9.02061	15.009	8.04436	9.32257	6.25273	10.2719	13.7791	8.64264	8.42515	4.61156	10.6496	13.6359
AGPAT1	47.1188	37.4731	40.2272	46.9749	45.5939	47.1277	41.4543	42.2942	60.7131	65.3091	35.973	61.8042
AGPAT2	1.94047	2.07773	2.54469	88.8352	455.167	1.29153	2.00021	1.72597	109.826	219.699	1.04006	4.96447
AGPAT3	3.76903	12.3907	2.30643	16.1641	20.2682	3.0604	12.9824	2.16122	25.357	27.3666	2.64519	12.3968
AGPAT4	7.16304	15.9966	7.90484	5.25594	1	7.47431	14.9974	7.76425	1.92023	2.34515	7.18315	16.0854
AGPAT4-IT1	1.1069	2.55597	1.99514	1.84022	1	1.15779	2.84739	1.84203	1.0262	1.0643	1.12145	3.70229
AGPAT5	37.9455	27.7286	52.0462	12.7004	3.03359	40.5086	27.9941	54.2972	11.5442	17.6203	50.6484	22.253
AGPAT6	15.6284	19.3027	18.4566	11.3851	16.9273	15.2755	21.2262	17.3135	9.45775	16.2918	14.2836	22.0356
AGPAT9	1.53175	1.68843	1.69763	9.02462	25.7982	1.40665	1.5784	1.62089	6.34548	14.0598	1.5973	1.61967
AGPS	25.3367	32.0774	23.5462	14.1231	7.75669	29.2075	32.6628	25.5034	10.5299	11.3926	34.9808	24.9871
AGR2	3.63671	1.14303	1	466.292	177.187	2.33444	1.30045	1.2322	466.047	545.226	2.09126	1.24141
AGR3	1	1.40813	1	104.065	229.201	1	1	1	162.783	21.6398	1	1
AGRN	6.34788	4.41055	4.66679	39.269	11.6182	6.75823	3.89196	4.7421	48.0101	12.3614	3.40832	9.99535
